naca,alpha,Re,shinyou,cl,cd,cm,ld,converged,bubble_start,bubble_end,separation
2510,7.5,700000.0,,1.112,0.00904,-0.0631,123.00884955752214,True,0.012374,0.036913,
2510,8.0,700000.0,,1.1763,0.00917,-0.0646,128.27699018538712,True,0.010797,0.032909,
2510,8.5,700000.0,,1.2356,0.00957,-0.0656,129.1118077324974,True,0.0093668,0.029297,
2510,9.0,700000.0,,1.296,0.00978,-0.0664,132.51533742331287,True,0.0068867,0.02605,
2510,9.5,700000.0,,1.3575,0.01006,-0.0672,134.9403578528827,True,0.0058168,0.023134,
2510,10.0,700000.0,,1.4187,0.01045,-0.0683,135.76076555023926,True,0.0058168,0.023134,
2510,10.5,700000.0,,1.4793,0.01069,-0.0697,138.3816651075772,True,0.0048494,0.020514,
2510,11.0,700000.0,,1.5457,0.01097,-0.0724,140.90246125797628,True,0.0048494,0.020514,
2510,11.5,700000.0,,1.6077,0.01138,-0.0744,141.27416520210897,True,0.0039773,0.020514,0.99195
2510,12.0,700000.0,,1.6702,0.01185,-0.0772,140.9451476793249,True,0.0039773,0.018157,0.96594
2510,12.5,700000.0,,1.7283,0.0115,-0.0787,150.28695652173914,True,0.0039773,0.018157,0.94288
2510,13.0,700000.0,,1.8006,0.01207,-0.0849,149.17978458989228,True,0.0039773,0.018157,0.90298
2510,13.5,700000.0,,1.8723,0.01215,-0.0917,154.0987654320988,True,0.0031953,0.018157,0.86276
2510,14.0,700000.0,,1.9408,0.01229,-0.1008,157.91700569568755,True,0.0031953,0.016032,0.82243
2510,14.5,700000.0,ayashii,2.1017,0.0083,-0.1258,253.21686746987953,True,0.0031953,0.016032,0.78203
2510,15.0,700000.0,,2.2366,0.01746,-0.1866,128.09851088201606,True,0.0031953,0.016032,0.73346
2510,15.5,700000.0,,2.3961,0.01765,-0.214,135.75637393767707,True,0.0031953,0.016032,0.66048
2510,16.0,700000.0,ayashii,2.5703,0.01949,-0.2534,131.87788609543355,True,0.0025027,0.016032,0.59555
2511,6.0,700000.0,,0.9592,0.00735,-0.0674,130.50340136054422,True,,,
2511,6.5,700000.0,,1.0168,0.00747,-0.0675,136.11780455153948,True,,,
2511,7.0,700000.0,,1.0741,0.00786,-0.0674,136.65394402035622,True,0.032964,0.070367,
