x y
0.0 0.0
0.006711409395973154 0.012276919768961813
0.013422818791946308 0.01705566151778733
0.020134228187919462 0.020524899343599978
0.026845637583892617 0.02329236046728507
0.03355704697986577 0.02559891825406533
0.040268456375838924 0.027570794277956997
0.04697986577181208 0.02928449761929067
0.053691275167785234 0.03079082010582148
0.060402684563758385 0.03212565367940613
0.06711409395973154 0.03331554328573428
0.0738255033557047 0.034380813848757734
0.08053691275167785 0.0353374583445365
0.087248322147651 0.03619834178211631
0.09395973154362416 0.03697400343564599
0.10067114093959731 0.03767321104386183
0.10738255033557047 0.038303355395253806
0.11409395973154363 0.038870738539939775
0.12080536912751677 0.0393807889545533
0.12751677852348994 0.03983822522712662
0.1342281879194631 0.040247182628844684
0.14093959731543623 0.040611312389594215
0.1476510067114094 0.04093386053804734
0.15436241610738255 0.04121773119846883
0.1610738255033557 0.04146553789640328
0.16778523489932887 0.04167964549498482
0.174496644295302 0.041862204725936915
0.18120805369127516 0.04201518080680813
0.18791946308724833 0.04214037729140095
0.19463087248322147 0.04223945604559756
0.20134228187919462 0.042313954050054385
0.2080536912751678 0.042365297586756716
0.21476510067114093 0.042394814255789115
0.22147651006711408 0.042403743183084715
0.22818791946308725 0.042393243713077865
0.2348993288590604 0.042364402827512124
0.24161073825503354 0.042318241489803406
0.2483221476510067 0.04225572008083367
0.2550335570469799 0.04217774306499562
0.26174496644295303 0.042085163003316196
0.2684563758389262 0.04197878401248655
0.2751677852348993 0.04185936475379851
0.28187919463087246 0.04172762102369171
0.2885906040268456 0.04158422800736499
0.2953020134228188 0.041429822248299795
0.30201342281879195 0.04126500337928924
0.3087248322147651 0.041090335654406535
0.31543624161073824 0.04090634931609813
0.3221476510067114 0.04071354182708444
0.32885906040268453 0.04051237899287318
0.33557046979865773 0.04030329599733298
0.3422818791946309 0.040086698370852984
0.348993288590604 0.03986296290806164
0.35570469798657717 0.03963243854983395
0.3624161073825503 0.039395447242341106
0.36912751677852346 0.03915228478414017
0.37583892617449666 0.03890322167074614
0.3825503355704698 0.03864850394473059
0.38926174496644295 0.03838835405814388
0.3959731543624161 0.03812297175292806
0.40268456375838924 0.037852534963969106
0.4093959731543624 0.03757720074851042
0.4161073825503356 0.03729710624480458
0.4228187919463087 0.03701236966210798
0.42953020134228187 0.036723091303411684
0.436241610738255 0.03642935462164927
0.44295302013422816 0.036131227309514104
0.44966442953020136 0.03582876242245994
0.4563758389261745 0.03552199953393183
0.46308724832214765 0.0352109659213892
0.4697986577181208 0.03489567778122234
0.47651006711409394 0.034576141470234786
0.4832214765100671 0.03425235477095872
0.4899328859060403 0.03392430817768688
0.4966442953020134 0.03359198619974296
0.5033557046979865 0.033255368678166794
0.5100671140939598 0.03291443211166472
0.5167785234899329 0.03256915098736096
0.5234899328859061 0.03221949911158877
0.5302013422818792 0.031865450935673084
0.5369127516778524 0.03150698287138223
0.5436241610738255 0.031144074590461895
0.5503355704697986 0.030776710302410727
0.5570469798657718 0.030404880004411376
0.5637583892617449 0.030028580697094003
0.5704697986577181 0.029647817559579962
0.5771812080536912 0.02926260507703112
0.5838926174496644 0.028872968113714897
0.5906040268456376 0.02847894292438559
0.5973154362416108 0.028080578096578945
0.6040268456375839 0.027677935416218505
0.610738255033557 0.027271090648739352
0.6174496644295302 0.026860134227745722
0.6241610738255033 0.02644517184303533
0.6308724832214765 0.026026324919642872
0.6375838926174496 0.02560373097937902
0.6442953020134228 0.025177543876169214
0.6510067114093959 0.024747933896326915
0.6577181208053691 0.024315087714730888
0.6644295302013423 0.02387920819771323
0.6711409395973155 0.023440514043305265
0.6778523489932886 0.022999239249331595
0.6845637583892618 0.02255563239968871
0.6912751677852349 0.022109955758992557
0.697986577181208 0.021662484165630568
0.7046979865771812 0.02121350371310669
0.7114093959731543 0.020763310209423385
0.7181208053691275 0.020312207404101692
0.7248322147651006 0.01986050497230046
0.7315436241610738 0.0194085162453567
0.7382550335570469 0.01895655567693264
0.7449664429530202 0.018504936033819988
0.7516778523489933 0.018053965300318612
0.7583892617449665 0.01760394328497537
0.7651006711409396 0.017155157918338725
0.7718120805369127 0.01670788123025644
0.7785234899328859 0.016262364995116428
0.785234899328859 0.01581883603330557
0.7919463087248322 0.015377491157036858
0.7986577181208053 0.014938491748572468
0.8053691275167785 0.014501957958748875
0.8120805369127516 0.014067962513589622
0.8187919463087248 0.013636524116672422
0.825503355704698 0.013207600434799183
0.8322147651006712 0.012781080654400851
0.8389261744966443 0.012356777595993091
0.8456375838926175 0.011934419373884486
0.8523489932885906 0.011513640588224959
0.8590604026845637 0.01109397303636985
0.8657718120805369 0.010674835930423338
0.87248322147651 0.01025552560771422
0.8791946308724832 0.009835204720847444
0.8859060402684563 0.009412890893865924
0.8926174496644295 0.008987444830949275
0.8993288590604027 0.008557557863968975
0.9060402684563759 0.008121738925113392
0.912751677852349 0.007678300930690525
0.9194630872483222 0.007225346562111899
0.9261744966442953 0.0067607534299571
0.9328859060402684 0.006282158606915513
0.9395973154362416 0.0057869425152993845
0.9463087248322147 0.005272212154720922
0.9530201342281879 0.004734783655425174
0.959731543624161 0.004171164142670332
0.9664429530201342 0.0035775328974476314
0.9731543624161073 0.002949721798734221
0.9798657718120806 0.002283195032374208
0.9865771812080537 0.001573028051585721
0.9932885906040269 0.000813885773994657
1.0 0.0
0.9932885906040269 -0.0017523220499560822
0.9865771812080537 -0.0034287941086790677
0.9798657718120806 -0.005037036959568908
0.9731543624161073 -0.0065840305369146606
0.9664429530201342 -0.008076151838498621
0.959731543624161 -0.009519211356568226
0.9530201342281879 -0.010918488060163632
0.9463087248322147 -0.012278762961548973
0.9395973154362416 -0.013604351299252231
0.9328859060402684 -0.01489913336997439
0.9261744966442953 -0.01616658404138237
0.9194630872483222 -0.017409800977552056
0.912751677852349 -0.01863153160857767
0.9060402684563759 -0.01983419887561179
0.8993288590604027 -0.021019925782345985
0.8926174496644295 -0.022190558783686212
0.8859060402684563 -0.023347690042118452
0.8791946308724832 -0.024492678581999935
0.87248322147651 -0.02562667037174816
0.8657718120805369 -0.026750617363635276
0.8590604026845637 -0.027865295520627643
0.8523489932885906 -0.028971321859440766
0.8456375838926175 -0.03006917053870744
0.8389261744966443 -0.03115918802088186
0.8322147651006712 -0.0322416073362252
0.825503355704698 -0.033316561476937706
0.8187919463087248 -0.03438409594921935
0.8120805369127516 -0.03544418051075526
0.8053691275167785 -0.036496720120833256
0.7986577181208053 -0.03754156513000865
0.7919463087248322 -0.03857852073593682
0.785234899328859 -0.03960735573169533
0.7785234899328859 -0.04062781057261593
0.7718120805369127 -0.041639604787341536
0.7651006711409396 -0.042642443758514545
0.7583892617449665 -0.043636024898190344
0.7516778523489933 -0.044620043242753635
0.7449664429530202 -0.04559419649179514
0.7382550335570469 -0.04655818951508123
0.7315436241610738 -0.04751173835142119
0.7248322147651006 -0.0484545737229031
0.7181208053691275 -0.04938644408763176
0.7114093959731543 -0.05030711825375976
