x,y
0.0,0.0
4.608270665414153e-05,0.0035340062076224766
0.000889621922348968,0.007085685569361404
0.002530288146679766,0.010652090135623652
0.004966512603464909,0.014229169410740358
0.008195480870357352,0.01781180922855214
0.012213126357142032,0.02139388560280817
0.017014123913825074,0.024968332640102137
0.022591883910816297,0.028527223370470617
0.028938547183925824,0.03206186214117628
0.03604498127488495,0.03556288703671422
0.04390077842241316,0.03902038063624981
0.05249425576867915,0.04242398730140258
0.06181245824102572,0.0457630351047017
0.07184116454919005,0.04902666046355096
0.08256489670459391,0.052203933536760255
0.09396693342166701,0.05528398247041617
0.10602932770310751,0.05825611464605984
0.11873292884331396,0.06110993318501244
0.13205740900909219,0.06383544709568434
0.14598129447651007,0.06642317361258201
0.1604820015199384,0.06886423146262151
0.17553587686642874,0.07115042400187613
0.19111824254814685,0.0732743113892024
0.2072034449099987,0.07522927119715453
0.22376490746102679,0.07700954709986942
0.2407751871985473,0.07861028551676139
0.2582060339848908,0.08002756032453864
0.2760284525192114,0.08125838597306792
0.2942127664218769,0.08230071954808538
0.31272868393679676,0.08315345251124023
0.33154536475754015,0.08381639301154536
0.35063148749570777,0.08429023979871128
0.36995531733379944,0.08457654887548406
0.3894847734384498,0.08467769410118764
0.4091874957517989,0.08459682300119623
0.4290309108270797,0.08433780904687596
0.44898229642724713,0.08390520164831167
0.4690088446605963,0.08330417504935787
0.48907772348272366,0.08254047723347166
0.50915613644793,0.08162037984234459
0.529211380643399,0.08055062998111395
0.5492109027846155,0.07933840463797046
0.5691223534892026,0.07799126828676824
0.5889136397776367,0.07651713407352848
0.608632440065062,0.0749165388216839
0.6282596828928332,0.07313862104864552
0.6476570765372262,0.0711818588739469
0.6667935855404378,0.06905835559509
0.6856388383103731,0.06678086776632719
0.7041631660188592,0.06436275768103286
0.7223376392660008,0.06181794559212733
0.7401341026987724,0.05916086122175711
0.7575252077206884,0.056406394065808343
0.7744844433756992,0.053569841979646565
0.7909861654367635,0.050666857538927454
0.807005623681014,0.04771339170272561
0.8225189872918778,0.044725634364053704
0.8375033682962557,0.041719951452826504
